date_id,category,orders,revenue,est_cogs,contribution_margin,avg_cogs_rate
20180304,sports_leisure,28,3711.00391270893,1567.76,2035.6247992403707,0.5
20170511,garden_tools,4,454.38,170.945,270.25798,0.5
20180326,small_appliances,1,258.25,119.5,131.26075,0.5
20180822,sports_leisure,9,973.8800000000001,413.8,531.83748,0.5
20171029,office_furniture,2,310.72,127.465,174.24412,0.5
20171030,housewares,5,614.36,263.8845,332.65905999999995,0.55
20180131,sports_leisure,27,3196.69,1359.9050000000002,1744.0809899999997,0.5
20171116,computers_accessories,15,2163.75,1170.374,930.62725,0.62
20180617,computers_accessories,5,283.39,115.85319999999999,159.31849,0.62
20171005,bed_bath_table,14,2412.609999999999,1146.651,1195.9933099999998,0.55
20180411,housewares,20,2590.1099999999997,1210.6270000000002,1304.3698099999997,0.55
20180524,baby,5,400.4100000000001,162.2452,226.55291,0.52
20161005,sports_leisure,1,818.12,324.5,469.89452,0.5
20180228,perfumery,11,1432.67,523.614,867.50857,0.42
20171110,garden_tools,8,1142.4,441.95,667.3204,0.5
20170512,baby,7,531.8499999999999,212.9556,303.47074999999995,0.52
20180324,auto,9,1064.7928212411239,454.63500000000005,579.2788294251311,0.5
20180430,toys,12,1721.06,753.0899999999999,918.05926,0.52
20180222,housewares,10,1531.0300000000002,649.6050000000001,837.0251300000001,0.55
20170727,auto,6,449.25,176.45,259.77175,0.5
20171125,bed_bath_table,72,9128.686271372811,4127.040500000001,4736.913869502999,0.55
20170710,watches_gifts,4,438.20000000000005,184.5264,240.96580000000003,0.48
20180201,sports_leisure,17,2395.7799999999997,1047.2299999999998,1279.07238,0.5
20171027,toys,9,1300.37,592.0668000000001,670.5924699999999,0.52
20180227,audio,2,381.96,175.0,195.88315999999998,0.5
20180605,computers_accessories,16,2690.4700000000003,1437.8048,1174.6415699999998,0.62
20180113,sports_leisure,21,4564.87,2017.955,2414.5337699999995,0.5
20180114,luggage_accessories,4,704.51,318.895,365.18421,0.5
20171125,sports_leisure,36,6264.380000000002,2718.734999999998,3363.977979999999,0.5
20180515,office_furniture,4,1465.29,582.335,840.46159,0.5
20180227,fashion_bags_accessories,3,355.44,141.02399999999997,204.10823999999997,0.48
20171210,toys,23,3478.46,1579.2348000000002,1798.3498599999996,0.52
20171017,housewares,8,1305.3899999999999,627.0495000000002,640.4841899999999,0.55
20180318,sports_leisure,15,1532.07,645.2449999999999,842.39497,0.5
20180214,computers_accessories,23,4550.210000000003,2500.1624000000006,1918.0915100000002,0.62
20180513,watches_gifts,24,4979.289999999999,2179.248,2655.6425900000004,0.48
20170326,garden_tools,4,478.98999999999995,203.82,261.27928999999995,0.5
20170309,computers_accessories,6,688.59,292.95,375.67089,0.62
20180826,health_beauty,13,3131.12,1202.5944000000002,1837.72312,0.42
20180529,books_technical,2,122.4,43.894999999999996,74.9554,0.5
20180218,luggage_accessories,2,333.72,134.4,189.64211999999998,0.5
20180819,perfumery,5,662.09,248.5476,394.34179,0.42
20180508,health_beauty,41,7201.090000000001,2686.803000000001,4305.455389999999,0.42
20180813,cool_stuff,5,678.26,286.645,371.94546,0.5
20170401,health_beauty,7,873.16,321.4176,526.4207600000001,0.42
20170724,cool_stuff,8,1347.36,624.1250000000001,684.16156,0.5
20180702,consoles_games,4,1152.49,540.195,578.87279,0.5
20180501,health_beauty,27,3415.6199999999994,1146.9107999999999,2169.6562200000008,0.42
20170224,telephony,4,164.39,68.1194,91.50328999999999,0.62
20180123,baby,11,2208.2,1026.6152000000002,1117.547,0.52
20170829,office_furniture,3,609.25,237.94,353.64175,0.5
20180404,bed_bath_table,20,1936.2100000000003,863.8685,1016.1914099999998,0.55
20170208,office_furniture,6,1222.49,508.3900000000001,678.64779,0.5
20171026,perfumery,7,1234.31,458.7911999999999,739.7238100000002,0.42
20170521,toys,5,617.2800000000001,277.61760000000004,321.76127999999994,0.52
20180413,housewares,21,2203.2,934.1970000000002,1205.1101999999998,0.55
20171108,electronics,5,345.71,156.51899999999998,179.16541,0.62
20170901,toys,8,1245.17,550.9244,658.1356699999999,0.52
20180322,garden_tools,5,502.76,157.795,330.38496,0.5
20180129,unknown,2,309.21000000000004,140.495,159.74791,0.5
20170303,computers_accessories,4,1805.67,1055.2214,698.08417,0.62
20180406,cool_stuff,5,975.75,439.94,507.51324999999997,0.5
20170129,perfumery,4,931.1999999999999,360.86400000000003,543.3311999999999,0.42
20180416,bed_bath_table,17,2473.3,1095.281,1306.2933,0.55
20180208,electronics,12,1289.8600000000004,676.5688,575.88526,0.62
20180310,auto,15,3048.21,1276.665,1683.14691,0.5
20180221,furniture_decor,15,2208.3199999999997,971.5200000000004,1172.7587200000003,0.55
20170520,sports_leisure,6,968.15,407.55499999999995,532.51865,0.5
20180515,health_beauty,34,4348.5199999999995,1577.0454,2645.36752,0.42
20180626,cool_stuff,6,1266.29,526.65,702.91759,0.5
20170410,telephony,4,142.31,54.4298,83.75321000000001,0.62
20170807,housewares,14,1580.2299999999998,732.9850000000001,801.41833,0.55
20180602,electronics,2,65.35,21.6318,41.823049999999995,0.62
20171129,auto,13,1928.04,840.805,1031.32184,0.5
20180210,bed_bath_table,21,2034.4599999999998,887.062,1088.39866,0.55
20180213,health_beauty,24,3470.9300000000007,1287.72,2082.5530300000005,0.42
20180414,watches_gifts,11,3292.15,1467.1200000000001,1729.5576500000004,0.48
20180412,small_appliances,4,1669.3600000000001,796.1299999999999,824.8185599999999,0.5
20170820,furniture_decor,16,1572.26,700.2655000000002,826.3989599999999,0.55
20171111,sports_leisure,12,1798.52,765.845,980.5179199999999,0.5
20180321,health_beauty,22,2566.82,897.0906000000002,1595.2916200000004,0.42
20180421,bed_bath_table,12,1294.77,596.6895000000001,660.53217,0.55
20171220,electronics,7,985.16,476.83580000000006,479.75455999999997,0.62
20171107,watches_gifts,14,3940.95,1759.344,2067.3184499999998,0.48
20180716,telephony,7,563.1099999999999,262.1608,284.61901,0.62
20170324,computers_accessories,3,168.99,74.214,89.87529,0.62
20180627,garden_tools,10,1996.6800000000007,767.5100000000001,1171.26628,0.5
20180103,housewares,10,806.6199999999998,360.019,423.20901999999995,0.55
20180806,computers_accessories,22,3727.6,1975.1402,1644.3593999999998,0.62
20180503,housewares,18,3437.1400000000003,1619.1945000000003,1718.2684399999998,0.55
20170917,furniture_decor,8,874.91,382.95400000000006,466.5836099999999,0.55
20170819,computers_accessories,11,905.4399999999998,447.3672,431.81503999999995,0.62
20170131,health_beauty,8,1427.78,534.3828,851.9915800000001,0.42
20180509,telephony,14,1739.27,941.9225999999999,746.90857,0.62
20170925,cool_stuff,10,2076.88,869.1450000000001,1147.50548,0.5
20171012,luggage_accessories,4,704.4200000000001,308.9,375.09182,0.5
20171220,health_beauty,11,3059.53,1172.1107999999997,1798.6928300000002,0.42
20180330,bed_bath_table,21,2433.0800000000004,1090.9800000000002,1271.5406799999996,0.55
20180320,garden_tools,12,1664.5899999999997,642.75,973.5668899999998,0.5
20170419,telephony,4,320.33,153.6856,157.35483000000002,0.62
20170131,furniture_decor,10,1215.3500000000001,541.7885000000001,638.3163499999997,0.55
20180609,baby,7,1742.47,733.6524000000001,958.2859699999999,0.52
20171016,toys,8,1178.96,540.5712,604.1989599999999,0.52
20170805,market_place,1,76.99000000000001,31.4,43.35729000000001,0.5
20170313,small_appliances,1,1355.73,654.995,661.4188300000001,0.5
20171006,health_beauty,11,1681.4499999999998,613.998,1018.6899500000002,0.42
20171229,telephony,9,392.67999999999995,174.06499999999997,207.22728,0.62
20180709,sports_leisure,12,2133.73,881.1850000000001,1190.66683,0.5
20180105,bed_bath_table,15,1625.0599999999997,721.4460000000003,856.4872599999999,0.55
20170707,electronics,8,689.89,334.0498,335.83339000000007,0.62
20180714,drinks,1,94.72,37.5,54.47312,0.5
20170619,cool_stuff,8,1134.64,480.635,621.10044,0.5
20180819,fashion_bags_accessories,5,362.88,129.4416,222.91487999999998,0.48
20170718,computers_accessories,14,3401.1599999999994,1857.5262000000005,1445.00016,0.62
20180402,furniture_decor,22,3527.990000000001,1589.6704999999997,1836.0077899999992,0.55
20180316,bed_bath_table,20,2028.51,865.9860000000002,1103.69721,0.55
20180527,electronics,4,111.28999999999999,39.091,68.97158999999999,0.62
20171126,health_beauty,34,4432.820000000001,1607.8103999999998,2696.4578200000005,0.42
20180717,electronics,5,384.22999999999996,170.19000000000003,202.89732999999995,0.62
20180122,computers_accessories,42,5971.250000000001,3170.5435999999995,2627.5401500000007,0.62
20170707,office_furniture,6,1255.9,503.24000000000007,716.2389,0.5
20171203,bed_bath_table,23,3023.1599999999994,1413.6265000000005,1521.8618599999995,0.55
20180508,furniture_decor,25,3109.8500000000004,1415.997,1603.6673499999995,0.55
20180718,bed_bath_table,34,4025.700000000001,1733.4735,2175.4812000000006,0.55
20180415,cool_stuff,5,876.01,351.585,499.02071,0.5
20170522,stationery,2,337.19,146.0,181.41149000000001,0.5
20171124,furniture_decor,89,14319.969999999998,6451.065499999995,7453.62537,0.55
20180613,furniture_decor,11,1572.0600000000002,648.3235000000002,878.14676,0.55
20180414,cool_stuff,5,1008.04,455.985,522.82184,0.5
20171128,baby,7,846.9599999999999,387.13480000000004,435.26336000000003,0.52
20180820,auto,18,2158.36,911.485,1184.28256,0.5
20180130,computers_accessories,35,4949.76,2647.3132,2158.9037599999997,0.62
20180730,health_beauty,29,5495.14,2048.9868,3286.79414,0.42
20170213,bed_bath_table,7,757.6999999999999,340.12,395.60669999999993,0.55
20170508,watches_gifts,6,1212.42,537.5039999999999,639.7558199999999,0.48
20180505,telephony,7,425.9599999999999,190.7864,222.82076,0.62
20180701,housewares,16,2779.3399999999992,1204.2525,1494.4866399999996,0.55
20171119,sports_leisure,14,1651.91,710.3049999999998,893.6996099999999,0.5
20170915,watches_gifts,7,1157.4,501.9312,621.9042000000001,0.48
20180603,fashion_bags_accessories,6,809.79,352.176,434.13009,0.48
20180427,housewares,18,2865.0799999999995,1271.468,1510.5246800000004,0.55
20170220,tablets_printing_image,1,124.18,49.5,71.07878000000001,0.5
20170812,la_cuisine,1,213.06,87.0,119.88126,0.5
20171108,health_beauty,14,1386.3399999999997,494.4282,851.7079400000001,0.42
20180416,sports_leisure,20,2652.8699999999994,1149.7350000000001,1426.20177,0.5
20180208,health_beauty,17,2584.9,948.0533999999998,1561.8845000000003,0.42
20180111,housewares,12,1930.94,898.1335,976.80924,0.55
20180729,housewares,24,4472.1,1970.9745000000003,2371.434599999999,0.55
20180706,watches_gifts,10,1798.8200000000002,776.1071999999999,970.5470200000001,0.48
20170312,housewares,9,673.88,265.914,388.4234799999999,0.55
20180321,office_furniture,4,1035.85,408.365,597.44535,0.5
20180219,stationery,2,115.84,40.325,72.15564,0.5
20170816,auto,5,1258.45,536.83,685.12495,0.5
20180409,computers_accessories,20,2518.190000000001,1256.6966000000002,1188.4658899999997,0.62
20180614,baby,9,1240.49,463.70480000000003,740.8109900000001,0.52
20180814,fashion_bags_accessories,5,675.6000000000001,282.5712,373.43640000000005,0.48
20170916,health_beauty,13,2341.6499999999996,853.3224000000001,1420.41975,0.42
20180425,housewares,15,1694.3,727.1330000000002,918.0323,0.55
20170328,housewares,5,263.73,106.007,150.07483,0.55
20180704,audio,1,621.28,299.495,303.76788,0.5
20170924,computers_accessories,2,224.89999999999998,117.118,101.25989999999999,0.62
20170821,computers_accessories,11,2044.79,1111.505,873.9860900000001,0.62
20180418,garden_tools,8,1078.03,474.29499999999996,572.4721299999999,0.5
20180224,drinks,2,171.6,55.095,111.52860000000001,0.5
20180518,sports_leisure,12,1879.5899999999997,832.5350000000001,992.5468900000002,0.5
20170618,fashion_bags_accessories,3,325.42,138.576,177.40682000000004,0.48
20170905,unknown,2,428.90999999999997,189.17000000000002,227.30160999999998,0.5
20180211,electronics,9,458.62,179.583,265.73702000000003,0.62
20171126,furniture_decor,27,3449.8999999999987,1496.1100000000001,1853.7428999999997,0.55
20171117,sports_leisure,16,2103.54,890.13,1152.40734,0.5
20180323,garden_tools,6,1546.98,663.8900000000001,838.2275800000001,0.5
20170830,musical_instruments,3,1143.02,512.3050000000001,597.56742,0.5
20180207,auto,12,2106.42,934.5649999999999,1110.76882,0.5
20180529,furniture_bedroom,2,602.5699999999999,243.0,342.09547,0.5
20170917,health_beauty,11,2556.61,967.7724,1514.6959100000004,0.42
20170525,bed_bath_table,8,920.8800000000001,414.00150000000014,480.17298,0.55
20180802,garden_tools,5,401.63,129.72,260.26273,0.5
20170813,housewares,6,591.8,265.85900000000004,308.7788,0.55
20170605,audio,1,82.78,37.5,42.87938,0.5
20180803,telephony,17,1675.8,841.9042,785.2975999999999,0.62
20180227,baby,8,4809.62,2324.2908,2345.8502200000003,0.52
20180618,home_construction,3,438.91999999999996,176.875,249.31632,0.5
20180107,furniture_decor,15,3375.8200000000006,1536.7659999999998,1741.1552199999996,0.55
20171125,home_appliances,3,964.21,436.995,499.25291,0.5
20170806,air_conditioning,1,66.78,27.45,37.39338,0.5
20180718,books_general_interest,4,167.59000000000003,54.63999999999999,108.08989000000001,0.5
20180502,furniture_living_room,1,161.27,69.95,86.64317000000001,0.5
20170316,home_appliances,1,43.86,16.45,26.13806,0.5
20171111,stationery,8,1403.43,635.35,727.3805300000001,0.5
20180402,electronics,16,883.3799999999999,382.6392000000001,475.1227800000001,0.62
20171128,perfumery,19,2090.71,770.826,1259.25341,0.42
20180531,watches_gifts,16,8183.129999999999,3768.9791999999998,4176.84003,0.48
20171114,toys,9,1818.37,853.9336000000001,911.7036699999999,0.52
20180220,toys,4,537.91,247.4576,274.8530099999999,0.52
20180317,computers_accessories,16,2373.58,1237.3215999999998,1067.42458,0.62
20180113,stationery,14,2162.1800000000003,938.75,1160.72678,0.5
20170920,bed_bath_table,25,3997.4,1883.3319999999999,1998.1433999999997,0.55
20170608,fashion_bags_accessories,5,352.16999999999996,140.1072,201.84987,0.48
20180525,home_appliances,1,34.82,13.0,20.81022,0.5
20171201,telephony,7,847.65,448.66299999999995,374.40515,0.62
20180818,bed_bath_table,24,3043.4899999999993,1369.258,1585.9707899999996,0.55
20180123,perfumery,9,1223.27,451.7351999999999,736.05997,0.42
20170321,telephony,6,530.8100000000001,268.3732,247.04331000000005,0.62
20180710,luggage_accessories,1,21.89,7.25,14.00519,0.5
20180319,perfumery,9,914.03,316.7556,570.76753,0.42
20180816,consoles_games,4,329.98,142.345,178.06557999999998,0.5
